ItemIndex,ItemGroup,Name,ItemType,MediumGroup,LowGroup,Class,Job,Gender,IsPeriod,IsAutoActive,Limite,FunctionIndex,LevelLimite,SortIndex,CanDelete,UI_Category,Unlock
111000903,1110009,(Old)AK 74u,1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111000904,1110009,(Old)AK 74u,1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111000905,1110009,(Old)AK 74u,1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111001001,1110010,(Old)M4a1-Dsnake,1,1,1,0,0,0,1,1,1440,0,0,390107600,1,1,0
111001002,1110010,(Old)M4a1-Dsnake,1,1,1,0,0,0,1,1,10080,0,0,390107600,1,1,0
111001003,1110010,(Old)M4a1-Dsnake,1,1,1,0,0,0,1,1,21600,0,0,390107600,1,1,0
111001004,1110010,(Old)M4a1-Dsnake,1,1,1,0,0,0,1,1,43200,0,0,390107600,1,1,0
111001005,1110010,(Old)M4a1-Dsnake,1,1,1,0,0,0,1,1,72000,0,0,390107600,1,1,0
111001101,1110011,(Old)M4a1-JadeEd,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111001102,1110011,(Old)M4a1-JadeEd,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111001103,1110011,(Old)M4a1-JadeEd,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111001104,1110011,(Old)M4a1-JadeEd,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111001105,1110011,(Old)M4a1-JadeEd,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111001110,1110011,(Old)M4a1-JadeEd,1,1,1,0,0,0,1,0,525600,0,0,390909000,0,1,0
111001201,1110012,(Old)Azure PDW K101,1,1,1,0,0,0,1,1,1440,0,0,390107600,1,1,0
111001202,1110012,(Old)Azure PDW K101,1,1,1,0,0,0,1,1,10080,0,0,390107600,1,1,0
111001203,1110012,(Old)Azure PDW K101,1,1,1,0,0,0,1,1,21600,0,0,390107600,1,1,0
111001204,1110012,(Old)Azure PDW K101,1,1,1,0,0,0,1,1,43200,0,0,390107600,1,1,0
111001205,1110012,(Old)Azure PDW K101,1,1,1,0,0,0,1,1,72000,0,0,390107600,1,1,0
111001301,1110013,(Old)PDW K101-test,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111001302,1110013,(Old)PDW K101-test,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111001303,1110013,(Old)PDW K101-test,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111001304,1110013,(Old)PDW K101-test,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111001305,1110013,(Old)PDW K101-test,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111001401,1110014,(Old)PSD XR-Gold,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111001402,1110014,(Old)PSD XR-Gold,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111001403,1110014,(Old)PSD XR-Gold,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111001404,1110014,(Old)PSD XR-Gold,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111001405,1110014,(Old)PSD XR-Gold,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111001406,1110014,(Old)PSD XR-Gold,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111001501,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111001502,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111001503,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111001504,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111001505,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111001506,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111001510,1110015,(Old)PSD XR-Splendor,1,1,1,0,0,0,1,0,525600,0,0,390508390,0,1,0
111001601,1110016,(Old)FAMAS-F1,1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111001602,1110016,(Old)FAMAS-F1,1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111001603,1110016,(Old)FAMAS-F1,1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111001604,1110016,(Old)FAMAS-F1,1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111001605,1110016,(Old)FAMAS-F1,1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111001701,1110017,(Old)FAMAS X-mas,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111001702,1110017,(Old)FAMAS X-mas,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111001703,1110017,(Old)FAMAS X-mas,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111001704,1110017,(Old)FAMAS X-mas,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111001705,1110017,(Old)FAMAS X-mas,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111001801,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111001802,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111001803,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111001804,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111001805,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111001806,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111001810,1110018,(Old)PDW K101-Gold,1,1,1,0,0,0,1,0,525600,0,0,390909000,0,1,0
111001901,1110019,(Old)M4a1-Gold,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111001902,1110019,(Old)M4a1-Gold,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111001903,1110019,(Old)M4a1-Gold,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111001904,1110019,(Old)M4a1-Gold,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111001905,1110019,(Old)M4a1-Gold,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111001906,1110019,(Old)M4a1-Gold,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111002001,1110020,(Old)Azure PDW K101_Cash,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111002002,1110020,(Old)Azure PDW K101_Cash,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111002003,1110020,(Old)Azure PDW K101_Cash,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111002004,1110020,(Old)Azure PDW K101_Cash,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111002005,1110020,(Old)Azure PDW K101_Cash,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111002006,1110020,(Old)Azure PDW K101_Cash,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111002101,1110021,(Old)PDW K101_Cash,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111002102,1110021,(Old)PDW K101_Cash,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111002103,1110021,(Old)PDW K101_Cash,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111002104,1110021,(Old)PDW K101_Cash,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111002105,1110021,(Old)PDW K101_Cash,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111002201,1110022,(Old)Azure PDW K101_Unlimit,1,1,1,0,0,0,1,1,99999999,0,0,390508390,0,1,0
111002301,1110023,(Old)PDW K101_Unlimit,1,1,1,0,0,0,1,1,99999999,0,0,390508390,0,1,0
111002401,1110024,(Old)M4a1-GoldMarble,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111002402,1110024,(Old)M4a1-GoldMarble,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111002403,1110024,(Old)M4a1-GoldMarble,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111002404,1110024,(Old)M4a1-GoldMarble,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111002405,1110024,(Old)M4a1-GoldMarble,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111002406,1110024,(Old)M4a1-GoldMarble,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111002501,1110025,(Old)PSD XR-GoldMarble,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111002502,1110025,(Old)PSD XR-GoldMarble,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111002503,1110025,(Old)PSD XR-GoldMarble,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111002504,1110025,(Old)PSD XR-GoldMarble,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111002505,1110025,(Old)PSD XR-GoldMarble,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111002506,1110025,(Old)PSD XR-GoldMarble,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111002601,1110026,AUG A1(NewBase),1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111002602,1110026,AUG A1(NewBase),1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111002603,1110026,AUG A1(NewBase),1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111002604,1110026,AUG A1(NewBase),1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111002605,1110026,AUG A1(NewBase),1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111002606,1110026,AUG A1(NewBase),1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111002701,1110027,FN-SCAR(NewBase),1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111002702,1110027,FN-SCAR(NewBase),1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111002703,1110027,FN-SCAR(NewBase),1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111002704,1110027,FN-SCAR(NewBase),1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111002705,1110027,FN-SCAR(NewBase),1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111002706,1110027,FN-SCAR(NewBase),1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111002801,1110028,(Old)PDW K101-Cute,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111002802,1110028,(Old)PDW K101-Cute,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111002803,1110028,(Old)PDW K101-Cute,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111002804,1110028,(Old)PDW K101-Cute,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111002805,1110028,(Old)PDW K101-Cute,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111002806,1110028,(Old)PDW K101-Cute,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111002901,1110029,(Old)PDW K101-Cute Plus,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111002902,1110029,(Old)PDW K101-Cute Plus,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111002903,1110029,(Old)PDW K101-Cute Plus,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111002904,1110029,(Old)PDW K101-Cute Plus,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111002905,1110029,(Old)PDW K101-Cute Plus,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003001,1110030,(Old)PDW K101-Aqua,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111003002,1110030,(Old)PDW K101-Aqua,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111003003,1110030,(Old)PDW K101-Aqua,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111003004,1110030,(Old)PDW K101-Aqua,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111003005,1110030,(Old)PDW K101-Aqua,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003101,1110031,PDW K101-Aqua Plus,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111003102,1110031,PDW K101-Aqua Plus,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111003103,1110031,PDW K101-Aqua Plus,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111003104,1110031,PDW K101-Aqua Plus,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111003105,1110031,PDW K101-Aqua Plus,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003106,1110031,PDW K101-Aqua Plus,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111003201,1110032,Winter K1,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111003202,1110032,Winter K1,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111003203,1110032,Winter K1,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111003204,1110032,Winter K1,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111003205,1110032,Winter K1,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003206,1110032,Winter K1,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111003301,1110033,K1 Rail(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111003302,1110033,K1 Rail(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111003303,1110033,K1 Rail(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111003304,1110033,K1 Rail(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111003305,1110033,K1 Rail(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111003306,1110033,K1 Rail(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111003401,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111003402,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111003403,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111003404,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111003405,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003406,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111003410,1110034,Winter K1 Plus,1,1,1,0,0,0,1,0,525600,0,0,390909000,0,1,0
111003501,1110035,M4a1(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111003502,1110035,M4a1(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111003503,1110035,M4a1(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111003504,1110035,M4a1(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111003505,1110035,M4a1(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111003506,1110035,M4a1(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111003601,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111003602,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111003603,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111003604,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111003605,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111003606,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111003610,1110036,M4a1-Gold,1,1,1,0,0,0,1,0,525600,0,0,390508390,0,1,0
111003701,1110037,M4a1-Dsnake(Achieve),1,1,1,0,0,0,1,1,1440,0,0,390107600,1,1,1
111003702,1110037,M4a1-Dsnake(Achieve),1,1,1,0,0,0,1,1,10080,0,0,390107600,1,1,1
111003703,1110037,M4a1-Dsnake(Achieve),1,1,1,0,0,0,1,1,21600,0,0,390107600,1,1,1
111003704,1110037,M4a1-Dsnake(Achieve),1,1,1,0,0,0,1,1,43200,0,0,390107600,1,1,1
111003705,1110037,M4a1-Dsnake(Achieve),1,1,1,0,0,0,1,1,72000,0,0,390107600,1,1,1
111003706,1110037,M4a1-Dsnake(Achieve),1,1,1,0,0,0,1,1,129600,0,0,390107600,1,1,1
111003801,1110038,M4a1-Dsnake(Cash),1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111003802,1110038,M4a1-Dsnake(Cash),1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111003803,1110038,M4a1-Dsnake(Cash),1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111003804,1110038,M4a1-Dsnake(Cash),1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111003805,1110038,M4a1-Dsnake(Cash),1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003806,1110038,M4a1-Dsnake(Cash),1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111003901,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111003902,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111003903,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111003904,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111003905,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111003906,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111003910,1110039,M4a1-JadeEd,1,1,1,0,0,0,1,0,525600,0,0,390909000,0,1,0
111004001,1110040,XK2(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111004002,1110040,XK2(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111004003,1110040,XK2(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111004004,1110040,XK2(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111004005,1110040,XK2(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111004006,1110040,XK2(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111004101,1110041,PDW K101(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111004102,1110041,PDW K101(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111004103,1110041,PDW K101(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111004104,1110041,PDW K101(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111004105,1110041,PDW K101(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111004106,1110041,PDW K101(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111004201,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111004202,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111004203,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111004204,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111004205,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111004206,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111004210,1110042,PDW K101-Gold,1,1,1,0,0,0,1,0,525600,0,0,390508390,0,1,0
111004301,1110043,Azure PDW K101(Achieve),1,1,1,0,0,0,1,1,1440,0,0,390107600,1,1,1
111004302,1110043,Azure PDW K101(Achieve),1,1,1,0,0,0,1,1,10080,0,0,390107600,1,1,1
111004303,1110043,Azure PDW K101(Achieve),1,1,1,0,0,0,1,1,21600,0,0,390107600,1,1,1
111004304,1110043,Azure PDW K101(Achieve),1,1,1,0,0,0,1,1,43200,0,0,390107600,1,1,1
111004305,1110043,Azure PDW K101(Achieve),1,1,1,0,0,0,1,1,72000,0,0,390107600,1,1,1
111004306,1110043,Azure PDW K101(Achieve),1,1,1,0,0,0,1,1,129600,0,0,390107600,1,1,1
111004401,1110044,Azure PDW K101(Cash),1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111004402,1110044,Azure PDW K101(Cash),1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111004403,1110044,Azure PDW K101(Cash),1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111004404,1110044,Azure PDW K101(Cash),1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111004405,1110044,Azure PDW K101(Cash),1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111004406,1110044,Azure PDW K101(Cash),1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111004501,1110045,PSD XR(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111004502,1110045,PSD XR(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111004503,1110045,PSD XR(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111004504,1110045,PSD XR(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111004505,1110045,PSD XR(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111004506,1110045,PSD XR(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111004601,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111004602,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111004603,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111004604,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111004605,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111004606,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111004610,1110046,PSD XR-Gold,1,1,1,0,0,0,1,0,525600,0,0,390508390,0,1,0
111004701,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111004702,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111004703,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111004704,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111004705,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111004706,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111004710,1110047,PSD XR-Splendor,1,1,1,0,0,0,1,0,525600,0,0,390909000,0,1,0
111004801,1110048,AK 74u(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111004802,1110048,AK 74u(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
111004803,1110048,AK 74u(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111004804,1110048,AK 74u(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111004805,1110048,AK 74u(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111004806,1110048,AK 74u(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111004901,1110049,FAMAS-F1(NewBase),1,1,1,0,0,0,1,1,1440,0,0,390508390,1,1,0
111004902,1110049,FAMAS-F1(NewBase),1,1,1,0,0,0,1,1,10080,0,0,390508390,1,1,0
